timestep, type, temperature_gpu, power_draw_w, power_limit_w, g_clock_freq_mhz, mem_clock_freq_mhz, sm_clock_freq_mhz
154, 37, shfl_hash, 110, 350,1695,9501,1695
155, 37, shfl_hash, 110, 350,1695,9501,1695
156, 37, shfl_hash, 110, 350,1695,9501,1695
157, 37, shfl_hash, 110, 350,1695,9501,1695
158, 37, shfl_hash, 110, 350,1695,9501,1695
159, 37, shfl_hash, 110, 350,1695,9501,1695
160, 37, shfl_hash, 110, 350,1695,9501,1695
161, 37, shfl_hash, 110, 350,1695,9501,1695
162, 37, shfl_hash, 110, 350,1695,9501,1695
163, 37, shfl_hash, 110, 350,1695,9501,1695
164, 37, shfl_hash, 110, 350,1695,9501,1695
165, 37, shfl_hash, 110, 350,1695,9501,1695
166, 37, shfl_hash, 110, 350,1695,9501,1695
167, 37, shfl_hash, 110, 350,1695,9501,1695
168, 37, shfl_hash, 110, 350,1695,9501,1695
169, 37, shfl_hash, 110, 350,1695,9501,1695
170, 37, shfl_hash, 110, 350,1695,9501,1695
171, 37, shfl_hash, 110, 350,1695,9501,1695
172, 37, shfl_hash, 110, 350,1695,9501,1695
173, 37, shfl_hash, 110, 350,1695,9501,1695
174, 37, shfl_hash, 110, 350,1695,9501,1695
175, 37, shfl_hash, 110, 350,1695,9501,1695
176, 37, shfl_hash, 110, 350,1695,9501,1695
177, 37, shfl_hash, 110, 350,1695,9501,1695
178, 37, shfl_hash, 110, 350,1695,9501,1695
179, 37, shfl_hash, 110, 350,1695,9501,1695
180, 37, shfl_hash, 110, 350,1695,9501,1695
181, 37, shfl_hash, 110, 350,1695,9501,1695
182, 37, shfl_hash, 110, 350,1695,9501,1695
183, 37, shfl_hash, 110, 350,1695,9501,1695
184, 37, shfl_hash, 110, 350,1695,9501,1695
185, 37, shfl_hash, 110, 350,1695,9501,1695
186, 37, shfl_hash, 111, 350,1695,9501,1695
187, 37, shfl_hash, 111, 350,1695,9501,1695
188, 37, shfl_hash, 111, 350,1695,9501,1695
189, 37, shfl_hash, 111, 350,1695,9501,1695
190, 37, shfl_hash, 111, 350,1695,9501,1695
191, 37, shfl_hash, 111, 350,1695,9501,1695
192, 37, shfl_hash, 111, 350,1695,9501,1695
193, 37, shfl_hash, 111, 350,1695,9501,1695
194, 37, shfl_hash, 111, 350,1695,9501,1695
195, 37, shfl_hash, 111, 350,1695,9501,1695
196, 37, shfl_hash, 111, 350,1695,9501,1695
197, 37, shfl_hash, 111, 350,1695,9501,1695
198, 37, shfl_hash, 111, 350,1695,9501,1695
199, 37, shfl_hash, 111, 350,1695,9501,1695
200, 37, shfl_hash, 111, 350,1695,9501,1695
201, 37, shfl_hash, 111, 350,1695,9501,1695
202, 37, shfl_hash, 111, 350,1695,9501,1695
203, 37, shfl_hash, 111, 350,1695,9501,1695
204, 37, shfl_hash, 111, 350,1695,9501,1695
205, 37, shfl_hash, 111, 350,1695,9501,1695
206, 37, shfl_hash, 111, 350,1695,9501,1695
207, 37, shfl_hash, 111, 350,1695,9501,1695
208, 37, shfl_hash, 111, 350,1695,9501,1695
209, 37, shfl_hash, 111, 350,1695,9501,1695
210, 37, shfl_hash, 111, 350,1695,9501,1695
211, 37, shfl_hash, 111, 350,1695,9501,1695
212, 37, shfl_hash, 111, 350,1695,9501,1695
213, 37, shfl_hash, 111, 350,1695,9501,1695
214, 37, shfl_hash, 111, 350,1695,9501,1695
215, 37, shfl_hash, 111, 350,1695,9501,1695
216, 37, shfl_hash, 111, 350,1695,9501,1695
217, 37, shfl_hash, 111, 350,1695,9501,1695
218, 37, shfl_hash, 111, 350,1695,9501,1695
219, 37, shfl_hash, 111, 350,1695,9501,1695
220, 37, shfl_hash, 111, 350,1695,9501,1695
221, 37, shfl_hash, 111, 350,1695,9501,1695
222, 37, shfl_hash, 111, 350,1695,9501,1695
223, 37, shfl_hash, 112, 350,1695,9501,1695
224, 37, shfl_hash, 112, 350,1695,9501,1695
225, 37, shfl_hash, 112, 350,1695,9501,1695
226, 37, shfl_hash, 112, 350,1695,9501,1695
227, 37, shfl_hash, 112, 350,1695,9501,1695
228, 37, shfl_hash, 112, 350,1695,9501,1695
229, 37, shfl_hash, 112, 350,1695,9501,1695
230, 37, shfl_hash, 112, 350,1695,9501,1695
231, 37, shfl_hash, 112, 350,1695,9501,1695
232, 37, shfl_hash, 112, 350,1695,9501,1695
233, 37, shfl_hash, 112, 350,1695,9501,1695
234, 37, shfl_hash, 112, 350,1695,9501,1695
235, 37, shfl_hash, 112, 350,1695,9501,1695
236, 37, shfl_hash, 112, 350,1695,9501,1695
237, 37, shfl_hash, 112, 350,1695,9501,1695
238, 37, shfl_hash, 112, 350,1695,9501,1695
239, 37, shfl_hash, 112, 350,1695,9501,1695
240, 37, shfl_hash, 112, 350,1695,9501,1695
241, 37, shfl_hash, 112, 350,1695,9501,1695
242, 37, shfl_hash, 112, 350,1695,9501,1695
243, 37, shfl_hash, 112, 350,1695,9501,1695
244, 37, shfl_hash, 112, 350,1695,9501,1695
245, 37, shfl_hash, 112, 350,1695,9501,1695
246, 37, shfl_hash, 112, 350,1695,9501,1695
247, 37, shfl_hash, 112, 350,1695,9501,1695
248, 37, shfl_hash, 112, 350,1695,9501,1695
249, 37, shfl_hash, 112, 350,1695,9501,1695
250, 37, shfl_hash, 112, 350,1695,9501,1695
251, 37, shfl_hash, 112, 350,1695,9501,1695
252, 37, shfl_hash, 112, 350,1695,9501,1695
253, 37, shfl_hash, 112, 350,1695,9501,1695
254, 37, shfl_hash, 112, 350,1695,9501,1695
255, 37, shfl_hash, 112, 350,1695,9501,1695
256, 37, shfl_hash, 112, 350,1695,9501,1695
257, 37, shfl_hash, 112, 350,1695,9501,1695
258, 37, shfl_hash, 112, 350,1695,9501,1695
259, 37, shfl_hash, 112, 350,1695,9501,1695
260, 37, shfl_hash, 112, 350,1695,9501,1695
261, 37, shfl_hash, 112, 350,1695,9501,1695
262, 37, shfl_hash, 112, 350,1695,9501,1695
263, 37, shfl_hash, 112, 350,1695,9501,1695
264, 37, shfl_hash, 112, 350,1695,9501,1695
265, 37, shfl_hash, 112, 350,1695,9501,1695
266, 37, shfl_hash, 112, 350,1695,9501,1695
267, 37, shfl_hash, 112, 350,1695,9501,1695
268, 37, shfl_hash, 112, 350,1695,9501,1695
269, 37, shfl_hash, 112, 350,1695,9501,1695
270, 37, shfl_hash, 112, 350,1695,9501,1695
271, 37, shfl_hash, 112, 350,1695,9501,1695
272, 37, shfl_hash, 112, 350,1695,9501,1695
273, 37, shfl_hash, 112, 350,1695,9501,1695
274, 37, shfl_hash, 112, 350,1695,9501,1695
275, 37, shfl_hash, 112, 350,1695,9501,1695
276, 37, shfl_hash, 112, 350,1695,9501,1695
277, 37, shfl_hash, 112, 350,1695,9501,1695
278, 37, shfl_hash, 112, 350,1695,9501,1695
279, 37, shfl_hash, 112, 350,1695,9501,1695
280, 37, shfl_hash, 112, 350,1695,9501,1695
281, 37, shfl_hash, 112, 350,1695,9501,1695
282, 37, shfl_hash, 112, 350,1695,9501,1695
283, 37, shfl_hash, 112, 350,1695,9501,1695
284, 37, shfl_hash, 113, 350,1695,9501,1695
285, 37, shfl_hash, 113, 350,1695,9501,1695
286, 37, shfl_hash, 113, 350,1695,9501,1695
287, 37, shfl_hash, 113, 350,1695,9501,1695
288, 37, shfl_hash, 113, 350,1695,9501,1695
289, 37, shfl_hash, 113, 350,1695,9501,1695
290, 37, shfl_hash, 113, 350,1695,9501,1695
291, 37, shfl_hash, 113, 350,1695,9501,1695
292, 37, shfl_hash, 113, 350,1695,9501,1695
293, 37, shfl_hash, 113, 350,1695,9501,1695
294, 37, shfl_hash, 113, 350,1695,9501,1695
295, 37, shfl_hash, 113, 350,1695,9501,1695
296, 37, shfl_hash, 113, 350,1695,9501,1695
297, 37, shfl_hash, 113, 350,1695,9501,1695
298, 37, shfl_hash, 113, 350,1695,9501,1695
299, 37, shfl_hash, 113, 350,1695,9501,1695
300, 37, shfl_hash, 113, 350,1695,9501,1695
301, 37, shfl_hash, 113, 350,1695,9501,1695
302, 37, shfl_hash, 113, 350,1695,9501,1695
303, 37, shfl_hash, 113, 350,1695,9501,1695
304, 37, shfl_hash, 113, 350,1695,9501,1695
305, 37, shfl_hash, 113, 350,1695,9501,1695
306, 37, shfl_hash, 113, 350,1695,9501,1695
307, 37, shfl_hash, 113, 350,1695,9501,1695
308, 37, shfl_hash, 113, 350,1695,9501,1695
309, 37, shfl_hash, 113, 350,1695,9501,1695
310, 37, shfl_hash, 113, 350,1695,9501,1695
311, 37, shfl_hash, 113, 350,1695,9501,1695
312, 37, shfl_hash, 113, 350,1695,9501,1695
313, 37, shfl_hash, 113, 350,1695,9501,1695
314, 37, shfl_hash, 113, 350,1695,9501,1695
315, 37, shfl_hash, 113, 350,1695,9501,1695
316, 37, shfl_hash, 113, 350,1695,9501,1695
317, 37, shfl_hash, 113, 350,1695,9501,1695
318, 37, shfl_hash, 113, 350,1695,9501,1695
319, 37, shfl_hash, 113, 350,1695,9501,1695
320, 37, shfl_hash, 114, 350,1695,9501,1695
321, 37, shfl_hash, 114, 350,1695,9501,1695
322, 37, shfl_hash, 114, 350,1695,9501,1695
323, 37, shfl_hash, 114, 350,1695,9501,1695
324, 37, shfl_hash, 114, 350,1695,9501,1695
325, 37, shfl_hash, 114, 350,1695,9501,1695
326, 37, shfl_hash, 114, 350,1695,9501,1695
327, 37, shfl_hash, 114, 350,1695,9501,1695
328, 37, shfl_hash, 114, 350,1695,9501,1695
329, 37, shfl_hash, 114, 350,1695,9501,1695
330, 37, shfl_hash, 114, 350,1695,9501,1695
331, 37, shfl_hash, 114, 350,1695,9501,1695
332, 37, shfl_hash, 114, 350,1695,9501,1695
333, 37, shfl_hash, 114, 350,1695,9501,1695
334, 37, shfl_hash, 114, 350,1695,9501,1695
335, 37, shfl_hash, 114, 350,1695,9501,1695
336, 37, shfl_hash, 114, 350,1695,9501,1695
337, 37, shfl_hash, 114, 350,1695,9501,1695
338, 37, shfl_hash, 114, 350,1695,9501,1695
339, 37, shfl_hash, 114, 350,1695,9501,1695
340, 37, shfl_hash, 114, 350,1695,9501,1695
341, 37, shfl_hash, 114, 350,1695,9501,1695
342, 37, shfl_hash, 114, 350,1695,9501,1695
343, 37, shfl_hash, 114, 350,1695,9501,1695
344, 37, shfl_hash, 114, 350,1695,9501,1695
345, 37, shfl_hash, 114, 350,1695,9501,1695
346, 37, shfl_hash, 114, 350,1695,9501,1695
347, 37, shfl_hash, 114, 350,1695,9501,1695
348, 37, shfl_hash, 114, 350,1695,9501,1695
349, 37, shfl_hash, 114, 350,1695,9501,1695
350, 37, shfl_hash, 114, 350,1695,9501,1695
351, 37, shfl_hash, 114, 350,1695,9501,1695
352, 37, shfl_hash, 114, 350,1695,9501,1695
353, 37, shfl_hash, 114, 350,1695,9501,1695
354, 37, shfl_hash, 114, 350,1695,9501,1695
355, 37, shfl_hash, 114, 350,1695,9501,1695
356, 37, shfl_hash, 114, 350,1695,9501,1695
357, 37, shfl_hash, 114, 350,1695,9501,1695
358, 37, shfl_hash, 114, 350,1695,9501,1695
359, 37, shfl_hash, 114, 350,1695,9501,1695
360, 37, shfl_hash, 114, 350,1695,9501,1695
361, 37, shfl_hash, 114, 350,1695,9501,1695
362, 37, shfl_hash, 114, 350,1695,9501,1695
363, 37, shfl_hash, 114, 350,1695,9501,1695
364, 37, shfl_hash, 114, 350,1695,9501,1695
365, 37, shfl_hash, 114, 350,1695,9501,1695
366, 37, shfl_hash, 114, 350,1695,9501,1695
367, 37, shfl_hash, 114, 350,1695,9501,1695
368, 37, shfl_hash, 114, 350,1695,9501,1695
369, 37, shfl_hash, 114, 350,1695,9501,1695
370, 37, shfl_hash, 114, 350,1695,9501,1695
371, 37, shfl_hash, 114, 350,1695,9501,1695
372, 37, shfl_hash, 114, 350,1695,9501,1695
373, 37, shfl_hash, 114, 350,1695,9501,1695
374, 37, shfl_hash, 114, 350,1695,9501,1695
375, 37, shfl_hash, 114, 350,1695,9501,1695
376, 37, shfl_hash, 114, 350,1695,9501,1695
377, 37, shfl_hash, 114, 350,1695,9501,1695
378, 37, shfl_hash, 114, 350,1695,9501,1695
379, 37, shfl_hash, 114, 350,1695,9501,1695
380, 37, shfl_hash, 114, 350,1695,9501,1695
381, 37, shfl_hash, 114, 350,1695,9501,1695
382, 37, shfl_hash, 114, 350,1695,9501,1695
383, 37, shfl_hash, 114, 350,1695,9501,1695
384, 37, shfl_hash, 114, 350,1695,9501,1695
385, 37, shfl_hash, 114, 350,1695,9501,1695
386, 37, shfl_hash, 114, 350,1695,9501,1695
387, 37, shfl_hash, 114, 350,1695,9501,1695
388, 37, shfl_hash, 114, 350,1695,9501,1695
389, 37, shfl_hash, 114, 350,1695,9501,1695
390, 37, shfl_hash, 114, 350,1695,9501,1695
391, 37, shfl_hash, 114, 350,1695,9501,1695
392, 37, shfl_hash, 114, 350,1695,9501,1695
393, 37, shfl_hash, 114, 350,1695,9501,1695
394, 37, shfl_hash, 114, 350,1695,9501,1695
395, 37, shfl_hash, 114, 350,1695,9501,1695
396, 37, shfl_hash, 114, 350,1695,9501,1695
397, 37, shfl_hash, 114, 350,1695,9501,1695
398, 37, shfl_hash, 114, 350,1695,9501,1695
399, 37, shfl_hash, 114, 350,1695,9501,1695
400, 37, shfl_hash, 114, 350,1695,9501,1695
401, 37, shfl_hash, 114, 350,1695,9501,1695
402, 37, shfl_hash, 114, 350,1695,9501,1695
403, 37, shfl_hash, 114, 350,1695,9501,1695
404, 37, shfl_hash, 114, 350,1695,9501,1695
405, 37, shfl_hash, 114, 350,1695,9501,1695
406, 37, shfl_hash, 114, 350,1695,9501,1695
407, 37, shfl_hash, 114, 350,1695,9501,1695
408, 37, shfl_hash, 114, 350,1695,9501,1695
409, 37, shfl_hash, 114, 350,1695,9501,1695
410, 37, shfl_hash, 114, 350,1695,9501,1695
411, 37, shfl_hash, 114, 350,1695,9501,1695
412, 37, shfl_hash, 114, 350,1695,9501,1695
413, 37, shfl_hash, 114, 350,1695,9501,1695
414, 37, shfl_hash, 114, 350,1695,9501,1695
415, 37, shfl_hash, 114, 350,1695,9501,1695
416, 37, shfl_hash, 114, 350,1695,9501,1695
417, 37, shfl_hash, 114, 350,1695,9501,1695
418, 37, shfl_hash, 114, 350,1695,9501,1695
419, 37, shfl_hash, 114, 350,1695,9501,1695
420, 37, shfl_hash, 114, 350,1695,9501,1695
421, 37, shfl_hash, 114, 350,1695,9501,1695
422, 37, shfl_hash, 114, 350,1695,9501,1695
423, 37, shfl_hash, 114, 350,1695,9501,1695
424, 37, shfl_hash, 114, 350,1695,9501,1695
425, 37, shfl_hash, 114, 350,1695,9501,1695
426, 37, shfl_hash, 114, 350,1695,9501,1695
427, 37, shfl_hash, 114, 350,1695,9501,1695
428, 37, shfl_hash, 114, 350,1695,9501,1695
429, 37, shfl_hash, 114, 350,1695,9501,1695
430, 37, shfl_hash, 114, 350,1695,9501,1695
431, 37, shfl_hash, 114, 350,1695,9501,1695
432, 37, shfl_hash, 114, 350,1695,9501,1695
433, 37, shfl_hash, 114, 350,1695,9501,1695
434, 37, shfl_hash, 114, 350,1695,9501,1695
435, 37, shfl_hash, 114, 350,1695,9501,1695
436, 37, shfl_hash, 114, 350,1695,9501,1695
437, 37, shfl_hash, 114, 350,1695,9501,1695
438, 37, shfl_hash, 114, 350,1695,9501,1695
439, 37, shfl_hash, 114, 350,1695,9501,1695
440, 37, shfl_hash, 114, 350,1695,9501,1695
441, 37, shfl_hash, 114, 350,1695,9501,1695
442, 37, shfl_hash, 114, 350,1695,9501,1695
443, 37, shfl_hash, 114, 350,1695,9501,1695
444, 37, shfl_hash, 114, 350,1695,9501,1695
445, 37, shfl_hash, 114, 350,1695,9501,1695
446, 37, shfl_hash, 114, 350,1695,9501,1695
447, 37, shfl_hash, 114, 350,1695,9501,1695
448, 37, shfl_hash, 114, 350,1695,9501,1695
449, 37, shfl_hash, 114, 350,1695,9501,1695
450, 37, shfl_hash, 114, 350,1695,9501,1695
451, 37, shfl_hash, 114, 350,1695,9501,1695
452, 37, shfl_hash, 114, 350,1695,9501,1695
453, 37, shfl_hash, 114, 350,1695,9501,1695
454, 38, shfl_hash, 114, 350,1695,9501,1695
455, 38, shfl_hash, 114, 350,1695,9501,1695
456, 38, shfl_hash, 114, 350,1695,9501,1695
457, 38, shfl_hash, 114, 350,1695,9501,1695
458, 38, shfl_hash, 114, 350,1695,9501,1695
459, 38, shfl_hash, 114, 350,1695,9501,1695
460, 38, shfl_hash, 114, 350,1695,9501,1695
461, 38, shfl_hash, 114, 350,1695,9501,1695
462, 38, shfl_hash, 114, 350,1695,9501,1695
463, 38, shfl_hash, 114, 350,1695,9501,1695
464, 38, shfl_hash, 114, 350,1695,9501,1695
465, 37, shfl_hash, 114, 350,1695,9501,1695
466, 37, shfl_hash, 114, 350,1695,9501,1695
467, 37, shfl_hash, 114, 350,1695,9501,1695
468, 37, shfl_hash, 114, 350,1695,9501,1695
469, 37, shfl_hash, 114, 350,1695,9501,1695
470, 37, shfl_hash, 114, 350,1695,9501,1695
471, 37, shfl_hash, 114, 350,1695,9501,1695
472, 37, shfl_hash, 114, 350,1695,9501,1695
473, 37, shfl_hash, 114, 350,1695,9501,1695
474, 37, shfl_hash, 114, 350,1695,9501,1695
475, 37, shfl_hash, 114, 350,1695,9501,1695
476, 37, shfl_hash, 114, 350,1695,9501,1695
477, 37, shfl_hash, 114, 350,1695,9501,1695
478, 37, shfl_hash, 114, 350,1695,9501,1695
479, 37, shfl_hash, 114, 350,1695,9501,1695
480, 37, shfl_hash, 114, 350,1695,9501,1695
481, 37, shfl_hash, 114, 350,1695,9501,1695
482, 37, shfl_hash, 114, 350,1695,9501,1695
483, 37, shfl_hash, 114, 350,1695,9501,1695
484, 37, shfl_hash, 114, 350,1695,9501,1695
485, 37, shfl_hash, 114, 350,1695,9501,1695
486, 37, shfl_hash, 114, 350,1695,9501,1695
487, 37, shfl_hash, 114, 350,1695,9501,1695
488, 37, shfl_hash, 114, 350,1695,9501,1695
489, 37, shfl_hash, 114, 350,1695,9501,1695
490, 37, shfl_hash, 114, 350,1695,9501,1695
491, 37, shfl_hash, 114, 350,1695,9501,1695
492, 37, shfl_hash, 114, 350,1695,9501,1695
493, 37, shfl_hash, 114, 350,1695,9501,1695
494, 37, shfl_hash, 114, 350,1695,9501,1695
495, 37, shfl_hash, 114, 350,1695,9501,1695
496, 38, shfl_hash, 114, 350,1695,9501,1695
497, 38, shfl_hash, 114, 350,1695,9501,1695
498, 38, shfl_hash, 114, 350,1695,9501,1695
499, 38, shfl_hash, 114, 350,1695,9501,1695
500, 38, shfl_hash, 114, 350,1695,9501,1695
501, 38, shfl_hash, 114, 350,1695,9501,1695
502, 38, shfl_hash, 114, 350,1695,9501,1695
503, 38, shfl_hash, 114, 350,1695,9501,1695
504, 38, shfl_hash, 114, 350,1695,9501,1695
505, 37, shfl_hash, 114, 350,1695,9501,1695
506, 37, shfl_hash, 114, 350,1695,9501,1695
507, 37, shfl_hash, 114, 350,1695,9501,1695
508, 37, shfl_hash, 114, 350,1695,9501,1695
509, 37, shfl_hash, 114, 350,1695,9501,1695
510, 37, shfl_hash, 114, 350,1695,9501,1695
511, 37, shfl_hash, 114, 350,1695,9501,1695
512, 37, shfl_hash, 114, 350,1695,9501,1695
